cik,Bankruptcy,date,sale,ch,invt,ap,act,ebit,gp,oancf,at,re,ni,ebitda,dd1,dltt,lct,Working capital/Total assets,CurrentRatio,Current Assets/Total Assets ,(Current Assets-Inventory)/Tot. Assets,Current Liabilities/Total Assets,EBITDA/Total Sales,Cash/Current Liabilities,Cash/Total Assets,Cash/Total Debt,Long Term Debt/Total Assets,Total Debt/Total Assets,EBITDA/Total Assets,EBIT/Total Assets,Net Income/Total Assets (ROA),Retained Earnings/Total assets,Total Sales/Total Assets,Operating Cash Flow/Total Assets,Operating Cash Flow/Total Sales ,Gross Trading Proﬁt/Total Sales ,EBIT/Total Sales (operating margin),Current Assets/Total Sales,Accounts Payable/Total Sales,Inventory/Total Sales,Cash/Total Sales
48465,0,2009,6533.6709999999985,385.252,722.3710000000003,313.258,1574.733,531.786,1226.009,550.769,3692.055,2115.624,342.8130000000001,658.924,0.0,350.0,685.029,0.2409779919313228,2.2987829712318746,0.42651937741989215,0.2308638414108131,0.18554138548856935,0.17847079742853236,0.5623878697106254,0.10434622452807446,1.1007200000000001,0.09479815441535948,0.09479815441535948,0.17847079742853236,0.14403523241121813,0.09285154202740753,0.5730207161052584,1.7696570067347317,0.1491768134548375,0.08429702077132444,0.18764474060600853,0.08139160970915127,0.24101810452347544,0.047945175078451314,0.11056127558305284,0.05896409537609103
91388,0,2009,11202.6,451.2,1860.0,383.8,3320.3,101.3,1042.0,263.5,7708.9,1045.7,-101.4,341.3,72.8,2918.4,1191.9,0.27609645993591825,2.785720278546858,0.4307099586192583,0.1894303986301548,0.15461349868334007,0.04427350205606507,0.3785552479234835,0.058529751326388976,0.15084247124899705,0.378575412834516,0.3880190429244121,0.04427350205606507,0.013140655605858163,-0.01315362762521242,0.13564840638742234,1.4532034401795328,0.03418127099845633,0.02352132540660204,0.09301412172174316,0.009042543695213609,0.2963865531215968,0.034259903950868545,0.16603288522307322,0.04027636441540357
1277092,0,2012,1639.6029999999994,176.44099999999997,37.979,11.918,524.5740000000002,76.43,179.141,35.417,1218.635,332.68300000000005,44.069,102.185,52.184,101.793,566.275,-0.03421943403890401,0.9263591011434378,0.43046031010105584,0.3992951129747629,0.4646797441399599,0.08385201475421271,0.3115818286168381,0.14478576440033314,1.145891918922956,0.08353034337599034,0.12635202501159082,0.08385201475421271,0.06271771285085362,0.03616259175224739,0.2729964263294588,1.3454422366007863,0.029062844904339694,0.021600960720369516,0.10925876568901134,0.04661494276358365,0.3199396439259994,0.007268832760125471,0.0231635340994131,0.10761202559400053
14177,0,2010,117.655,15.686,16.307000000000002,3.364,41.487,5.523,48.722,4.714,60.523,16.419,4.319,7.691,0.0,0.0,11.651,0.4929696148571616,3.5608102308814686,0.6854749434099432,0.4160401830708985,0.1925053285527816,0.1270756571881764,1.346322204102652,0.2591741982386861,185553.33333333337,0.0,0.0,0.1270756571881764,0.09125456438048343,0.07136130066255802,0.2712852964988517,1.9439717132329857,0.07788774515473455,0.04006629552505205,0.4141090476392844,0.046942331392630994,0.35261569844035523,0.02859207003527262,0.13860014449024693,0.13332200076494835
1520358,0,2013,8.742,1.741,0.112,0.823,4.195,-2.939,2.585,-3.822,5.124,-6.3,-2.948,-2.905,0.0,0.0,0.823,0.6580796252927401,5.097205346294047,0.818696330991413,0.7968384074941453,0.16061670569867292,-0.5669398907103825,2.11543134872418,0.3397736143637783,185553.33333333337,0.0,0.0,-0.5669398907103825,-0.573575331772053,-0.5753317720530836,-1.2295081967213115,1.7060889929742389,-0.7459016393442623,-0.4371997254632807,0.2956989247311828,-0.3361930908258979,0.47986730725234494,0.09414321665522762,0.012811713566689541,0.19915351178220084
1370544,0,2009,0.043,0.111,0.117,0.243,0.24,-1.007,-0.083,-1.173,1.127,-7.2029999999999985,-1.251,-0.943,0.0,1.88,0.565,-0.28837622005323865,0.42477876106194695,0.2129547471162378,0.10913930789707188,0.5013309671694764,-0.836734693877551,0.19646017699115045,0.09849157054125998,0.059042553191489364,1.668145519077196,1.668145519077196,-0.836734693877551,-0.8935226264418812,-1.1100266193433894,-6.391304347826086,0.03815439219165927,-1.0408163265306123,-27.279069767441865,-1.9302325581395352,-23.418604651162795,5.5813953488372094,5.651162790697675,2.7209302325581395,2.581395348837209
16104,1,2010,310.098,1.37,31.99,22.346,49.549,0.758,21.831,4.496,90.313,26.63300000000001,-0.5660000000000001,5.933,9.127,16.28,39.264,0.11388172245413172,1.2619447840260798,0.5486364089333762,0.19442383709986386,0.4347546864792445,0.06569375394461485,0.0348920130399348,0.015169466189806562,0.053922147439681975,0.1802619777883583,0.2813216259010332,0.06569375394461485,0.008393033118155748,-0.00626709333097118,0.2948966372504513,3.4335920631581285,0.04978242334990534,0.014498642364671813,0.07040032505852988,0.002444388548136396,0.15978497120265206,0.07206109036498139,0.10316093622016263,0.004417958193861296
802481,0,2014,8583.365,576.143,790.305,399.289,1885.079,1205.401,1536.095,1066.692,3119.063,528.951,711.648,1347.501,0.262,3.98,744.8580000000003,0.3655652354569303,2.5307897612699324,0.6043734929368211,0.3509945134163689,0.2388082574798907,0.43202109094942936,0.7734937397463675,0.18471669216043407,135.8187175860443,0.001276024241895723,0.001360023827668758,0.43202109094942936,0.3864625369862679,0.2281608290694994,0.16958650722989566,2.751904979155599,0.3419911685015661,0.12427433762865728,0.17896186402419098,0.14043454985311707,0.2196200441202256,0.04651893517286053,0.09207402924144553,0.06712320867165733
812128,0,2012,2386.105,27.802,235.912,82.755,397.787,96.316,233.392,205.294,896.453,391.823,53.944,156.295,10.757,150.21200000000005,135.594,0.292478244815958,2.9336622564420254,0.4437343619799365,0.1805727684552341,0.15125611716397847,0.17434823688470005,0.2050385710282166,0.03101333812257865,0.1727164857829768,0.167562605066858,0.17956211870560984,0.17434823688470005,0.10744121554615804,0.0601749338782959,0.4370814755486345,2.6617179037830203,0.22900698642315884,0.08603728670783557,0.09781296296684346,0.040365365312926296,0.16670976340102386,0.034682044587308614,0.09886907742953474,0.011651624718945729
100493,0,2012,33278.0,1071.0,2809.0,1372.0,5403.0,1263.0,2619.0,1187.0,11896.0,4264.0,583.0,1722.0,515.0,1917.0,2830.0,0.21629119031607266,1.9091872791519435,0.4541862811028917,0.21805648957632814,0.2378950907868191,0.14475453934095495,0.3784452296819788,0.09003026227303296,0.4403782894736841,0.16114660390047075,0.20443846671149965,0.14475453934095495,0.10617014122394082,0.049008069939475464,0.35843981170141226,2.797410894418292,0.09978143913920644,0.035669210890077525,0.07870064306749204,0.03795300198329227,0.1623595167978845,0.04122843920908709,0.08441012080052887,0.032183424484644514
931336,1,2018,7755.283,24.176,255.484,434.827,912.28,-27.18,1788.2779999999998,152.96200000000005,2118.492,-359.584,-326.9,126.276,1.1740000000000002,905.17,700.835,0.09980920390541947,1.3017043954711165,0.4306270686884821,0.310029964710747,0.33081786478306263,0.05960655031975575,0.03449599406422338,0.011411891099895584,0.0266741987589701,0.4272709077966779,0.4278250755726242,0.05960655031975575,-0.012829880877529865,-0.1543078756020792,-0.1697358309590029,3.660756330446374,0.07220324646021795,0.019723587134086538,0.2305883615078908,-0.003504707694097043,0.11763336038156184,0.05606848905449356,0.032943220769635365,0.0031173588378399604
789868,0,2009,271.078,48.95,59.045,37.956,177.58700000000005,4.939,137.072,19.296,440.258,107.96,19.581,12.742,7.313,32.427,164.71200000000005,0.029244215891590836,1.0781667395211034,0.4033702965079568,0.2692557545802689,0.3741260806163659,0.028942120302186444,0.29718539025693325,0.11118480527327157,1.231756416708606,0.07365453892944591,0.0902652535558695,0.028942120302186444,0.011218421925325605,0.04447619350471768,0.2452198483616425,0.6157253246959736,0.043828845813136834,0.07118246408782712,0.5056551988726492,0.01821984816178369,0.6551140262212355,0.14001873999365494,0.21781553648765306,0.1805753325611079
814586,0,2014,118.96,3.26,5.814,5.5870000000000015,24.153,4.235,31.399,5.092,63.424,44.346,1.956,7.487,0.872,8.124,8.525,0.2464051463168517,2.8331964809384167,0.3808179868819375,0.2891492179616549,0.1344128405650858,0.1180467961654894,0.3824046920821114,0.05140010090817356,0.3623832814584259,0.12809031281533806,0.14183905146316853,0.1180467961654894,0.06677283047426842,0.030840060544904138,0.6991990413723512,1.8756306760847627,0.08028506559031283,0.04280430396772024,0.26394586415601884,0.03560020174848689,0.20303463349024886,0.0469653665097512,0.048873570948217884,0.027404169468728985
1563463,0,2018,3.711,0.42,0.29100000000000004,0.243,0.87,-1.906,1.5,-0.235,1.83,-34.833,-2.075,-1.84,0.004,0.015,1.0,-0.07103825136612021,0.87,0.4754098360655738,0.3163934426229508,0.5464480874316939,-1.005464480874317,0.42,0.22950819672131145,22.105263157894736,0.008196721311475409,0.010382513661202184,-1.005464480874317,-1.0415300546448087,-1.1338797814207648,-19.034426229508195,2.0278688524590165,-0.12841530054644806,-0.06332524925895984,0.4042037186742118,-0.5136081918620318,0.23443815683104285,0.0654810024252223,0.07841552142279709,0.1131770412287793
1293593,0,2010,248.516,48.74100000000001,67.372,52.923,247.989,-39.595,88.41,-66.265,398.704,-60.153,-40.06800000000001,-28.932,38.159,68.262,248.468,-0.0012013925117379935,0.998072186358002,0.6219877402785023,0.4530102532204343,0.6231891327902404,-0.07256511095950881,0.19616610589693645,0.12224858541675028,0.4580017101887786,0.17120971949115132,0.26691731209117536,-0.07256511095950881,-0.09930926200890887,-0.10049560576267108,-0.15087132308680126,0.6233095228540471,-0.16620099121152535,-0.2666427916110029,0.35575174234254536,-0.1593257576976935,0.9978794121907644,0.21295610745384605,0.27109723317613355,0.196128217096686
1421907,0,2012,0.0,0.005,0.0,0.005,0.005,-0.018000000000000002,0.0,0.016,0.005,-0.08,0.002,-0.018000000000000002,0.0,0.0,0.01,-1.0,0.5,1.0,1.0,2.0,-3.6000000000000005,0.5,1.0,185553.33333333337,0.0,0.0,-3.6000000000000005,-3.6000000000000005,0.4,-16.0,0.0,3.2,25815.37970812292,0.0,-1174.15,388796.98539698136,4110.0,0.0,66110.00000000001
1555365,0,2012,2325.472,69.373,146.64700000000005,174.08900000000003,382.821,180.253,914.332,236.521,2168.011,-9.602,113.694,254.607,15.0,765.55,322.5420000000001,0.02780382571859639,1.1868872890972335,0.17657705611272267,0.10893579414495587,0.14877323039412627,0.11743805727922968,0.2150820668316064,0.03199845388238344,0.08887707385817692,0.3531116770163989,0.36003046110005893,0.11743805727922968,0.08314210582879883,0.052441615840510034,-0.004428944318086947,1.0726292440398135,0.10909584868342458,0.10170881438262856,0.3931812552462468,0.07751243618499813,0.1646207737611977,0.0748617914986721,0.06306117639773777,0.029831793287556245
789860,0,2010,26.91,13.361,3.885,0.884,25.773000000000003,0.17800000000000002,17.49,-1.181,55.594,5.187,0.189,0.928,0.018000000000000002,5.061,16.034000000000002,0.17518077490376666,1.6073967818385928,0.4635931935100912,0.39371155160628857,0.2884124186063245,0.016692448825412817,0.8332917550205811,0.24033169047019465,2.630635951959047,0.09103500377738606,0.0913587797244307,0.016692448825412817,0.003201784365219269,0.0033996474439687736,0.09330143540669858,0.4840450408317445,-0.02124329963665144,-0.04388703084355258,0.6499442586399108,0.006614641397250093,0.957748049052397,0.03285024154589372,0.1443701226309922,0.4965068747677443
730349,0,2011,15.925999999999998,1.594,1.4409999999999998,0.319,5.4,0.132,4.49,-0.91,5.421,4.413,0.043,0.13699999999999998,0.0,0.0,0.956,0.8197749492713523,5.648535564853558,0.9961261759822913,0.7303080612433132,0.17635122671093892,0.025272090020291453,1.667364016736402,0.2940416897251429,185553.33333333337,0.0,0.0,0.025272090020291453,0.024349750968456003,0.007932115845784909,0.8140564471499724,2.9378343479062905,-0.16786570743405274,-0.057139269119678524,0.2819289212608314,0.008288333542634687,0.3390681903805099,0.02003013939470049,0.09048097450709533,0.10008790656787643
1487197,0,2011,0.0,0.421,0.0,0.011,0.425,-0.34600000000000003,0.0,-0.403,0.608,-0.411,-0.34600000000000003,-0.344,0.0,0.0,0.022,0.662828947368421,19.318181818181817,0.6990131578947368,0.6990131578947368,0.03618421052631579,-0.5657894736842105,19.13636363636364,0.6924342105263158,185553.33333333337,0.0,0.0,-0.5657894736842105,-0.5690789473684211,-0.5690789473684211,-0.6759868421052633,0.0,-0.662828947368421,-247.674,0.0,-1174.15,388796.98539698136,4110.0,0.0,66110.00000000001
1619055,0,2018,10.05,2.541,0.392,2.074,4.079,-2.5860000000000003,3.255,-3.411,22.047,-5.706,-2.678,-2.043,0.657,1.515,4.823,-0.033746087903116104,0.8457391664938834,0.1850138340817345,0.16723363722955506,0.21875992198485056,-0.09266566879847599,0.5268505079825834,0.11525377602394885,1.169889502762431,0.06871683222207102,0.098516805007484,-0.09266566879847599,-0.117294870050347,-0.12146777339320546,-0.2588107225472854,0.4558443325622535,-0.15471492720097973,-0.33940298507462685,0.3238805970149253,-0.2573134328358209,0.4058706467661691,0.20636815920398008,0.03900497512437811,0.2528358208955224
1637459,0,2017,26232.0,1629.0,2815.0,4449.0,7266.0,7279.0,11063.0,527.0,120232.0,7535.0,10999.0,8315.0,2743.0,28333.0,10132.0,-0.0238372479872247,0.7171338333991315,0.0604331625523987,0.0370200944839976,0.08427041053962339,0.06915796127486859,0.1607777339123569,0.013548805642424644,0.05241987385763933,0.2356527380397897,0.25846696386985163,0.06915796127486859,0.06054128684543216,0.09148146915962473,0.06267050369286048,0.2181781888349192,0.004383192494510613,0.020089966453186947,0.4217368100030497,0.27748551387618176,0.2769899359560842,0.16960201280878318,0.10731168039036293,0.06209972552607504
1679273,0,2017,3423.7,55.6,549.7,254.4,930.4,588.8,1018.2,481.2,2752.6,422.1,416.8,727.5,38.7,2336.7,518.7,0.1495676814647969,1.7937150568729514,0.3380077018091986,0.13830560197631328,0.1884400203444017,0.2642955750926397,0.1071910545594756,0.02019908450192545,0.02340658415424771,0.8489064884109568,0.8629659231272251,0.2642955750926397,0.21390685170384366,0.15142047518709584,0.15334592748673986,1.243805856281334,0.17481653709220374,0.14054969769547565,0.29739755235563864,0.171977684960715,0.27175278207786896,0.07430557583900459,0.16055729181879255,0.01623974063148056
